chunk_index,split,word_count
834,train,253
835,train,182
836,train,253
837,train,256
838,train,227
839,train,254
840,train,248
841,train,256
842,train,37
843,train,254
844,train,241
845,train,250
846,train,245
847,train,240
848,train,31
849,train,251
850,train,233
851,train,222
852,train,227
853,train,231
854,train,188
855,train,228
856,train,253
857,train,248
858,train,232
859,train,170
860,train,250
861,train,228
862,train,239
863,train,50
864,train,247
865,train,252
866,train,256
867,train,220
868,train,228
869,train,224
870,train,238
871,train,237
872,train,249
873,train,256
874,train,243
875,train,211
876,train,248
877,train,246
878,train,252
879,train,224
880,train,250
881,train,246
882,train,236
883,train,244
884,train,31
885,train,254
886,train,230
887,train,246
888,train,239
889,train,248
890,train,232
891,train,204
892,train,234
893,train,256
894,train,230
895,train,243
896,train,246
897,train,222
898,train,108
899,train,250
900,train,222
901,train,220
902,train,233
903,train,237
904,train,254
905,train,40
906,train,221
907,train,221
908,train,234
909,train,250
910,train,167
911,train,248
912,train,236
913,train,253
914,train,165
915,train,253
916,train,231
917,train,252
918,train,255
919,train,238
920,train,212
921,train,220
922,train,228
923,train,243
924,train,228
925,train,222
926,train,231
927,train,256
928,train,198
929,train,227
930,train,253
931,train,229
932,train,251
933,train,242
934,train,131
935,train,243
936,train,227
937,train,231
938,train,252
939,train,222
940,train,116
941,train,253
942,train,256
943,train,222
944,train,159
945,train,225
946,train,252
947,train,247
948,train,221
949,train,223
950,train,243
951,train,228
952,train,254
953,train,245
954,train,249
955,train,239
956,train,241
957,train,227
958,train,244
959,train,228
960,train,237
961,train,222
962,train,191
963,train,226
964,train,236
965,train,242
966,train,217
967,train,231
968,train,240
969,train,240
970,train,250
971,train,248
972,train,253
973,train,253
974,train,145
975,train,256
976,train,251
977,train,247
978,train,242
979,train,176
980,train,235
981,train,255
982,train,223
983,train,231
984,train,226
985,train,256
986,train,67
987,train,245
988,train,227
989,train,245
990,train,47
991,train,225
992,train,218
993,train,250
994,train,255
995,train,222
996,train,153
997,train,239
998,train,236
999,train,248
1000,train,241
1001,train,36
1002,train,254
1003,train,222
1004,train,250
1005,train,223
1006,train,220
1007,train,247
1008,train,236
1009,train,98
1010,train,250
1011,train,237
1012,train,231
1013,train,226
1014,train,245
1015,train,208
1016,train,223
1017,train,249
1018,train,251
1019,train,243
1020,train,246
1021,train,52
1022,train,256
1023,train,226
1024,train,237
1025,train,239
1026,train,234
1027,train,237
1028,train,71
1029,train,233
1030,train,241
1031,train,217
1032,train,239
1033,train,230
1034,train,239
1035,train,231
1036,train,231
1037,train,155
1038,train,233
1039,train,255
1040,train,245
1041,train,240
1042,train,230
1043,train,235
1044,train,227
1045,train,228
1046,train,256
1047,train,219
1048,train,172
1049,train,243
1050,train,228
1051,train,246
1052,train,251
1053,train,219
1054,train,250
1055,train,254
1056,train,242
1057,train,225
1058,train,227
1059,train,233
1060,train,246
1061,train,227
1062,train,240
1063,train,221
1064,train,220
1065,train,237
1066,train,143
1067,train,255
1068,train,245
1069,train,255
1070,train,253
1071,train,145
1072,train,246
1073,train,232
1074,train,229
1075,train,227
1076,train,242
1077,train,223
1078,train,232
1079,train,79
1080,train,239
1081,train,253
1082,train,234
1083,train,242
1084,train,229
1085,train,237
1086,train,227
1087,train,255
1088,train,238
1089,train,62
1090,train,253
1091,train,234
1092,train,255
1093,train,245
1094,train,221
1095,train,251
1096,train,115
1097,train,249
1098,train,235
1099,train,232
1100,train,229
1101,train,218
1102,train,249
1103,train,78
1104,train,218
1105,train,250
1106,train,238
1107,train,227
1108,train,242
1109,train,251
1110,train,34
1111,train,239
1112,train,255
1113,train,237
1114,train,236
1115,train,255
1116,train,252
1117,train,112
1118,train,229
1119,train,241
1120,train,240
1121,train,225
1122,train,240
1123,train,255
1124,train,147
1125,train,241
1126,train,253
1127,train,251
1128,train,231
1129,train,229
1130,train,236
1131,train,158
1132,train,249
1133,train,246
1134,train,254
1135,train,241
1136,train,254
1137,train,246
1138,train,34
1139,train,250
1140,train,240
1141,train,239
1142,train,228
1143,train,243
1144,train,192
1145,train,224
1146,train,256
1147,train,253
1148,train,40
1149,train,225
1150,train,218
1151,train,228
1152,train,226
1153,train,200
1154,train,240
1155,train,233
1156,train,230
1157,train,229
1158,train,231
1159,train,219
1160,train,40
1161,train,237
1162,train,230
1163,train,248
1164,train,253
1165,train,184
1166,train,229
1167,train,234
1168,train,251
1169,train,253
1170,train,255
1171,train,93
1172,train,228
1173,train,239
1174,train,235
1175,train,252
1176,train,226
1177,train,250
1178,train,254
1179,train,245
1180,train,243
1181,train,238
1182,train,229
1183,train,243
1184,train,75
1185,train,238
1186,train,240
1187,train,255
1188,train,256
1189,train,242
1190,train,183
1191,train,237
1192,train,248
1193,train,250
1194,train,25
1195,train,228
1196,train,232
1197,train,253
1198,train,248
1199,train,229
1200,train,191
1201,train,230
1202,train,228
1203,train,252
1204,train,238
1205,train,91
1206,train,256
1207,train,241
1208,train,240
1209,train,232
1210,train,230
1211,train,249
1212,train,144
1213,train,239
1214,train,239
1215,train,249
1216,train,214
1217,train,233
1218,train,225
1219,train,238
1220,train,220
1221,train,244
1222,train,236
1223,train,253
1224,train,227
1225,train,256
1226,train,220
1227,train,228
1228,train,233
1229,train,223
1230,train,58
1231,train,247
1232,train,254
1233,train,255
1234,train,226
1235,train,251
1236,train,32
1237,train,229
1238,train,237
1239,train,221
1240,train,251
1241,train,237
1242,train,228
1243,train,123
1244,train,231
1245,train,234
1246,train,222
1247,train,152
1248,train,217
1249,train,227
1250,train,254
1251,train,205
1252,train,232
1253,train,230
1254,train,249
1255,train,49
1256,train,247
1257,train,253
1258,train,243
1259,train,250
1260,train,253
1261,train,254
1262,train,46
1263,train,220
1264,train,219
1265,train,226
1266,train,250
1267,train,245
1268,train,225
1269,train,223
1270,train,225
1271,train,219
1272,train,224
1273,train,248
1274,train,238
1275,train,231
1276,train,227
1277,train,159
1278,train,228
1279,train,254
1280,train,227
1281,train,246
1282,train,252
1283,train,121
1284,train,240
1285,train,256
1286,train,230
1287,train,226
1288,train,234
1289,train,61
1290,train,253
1291,train,248
1292,train,219
1293,train,244
1294,train,223
1295,train,239
1296,train,113
1297,train,217
1298,train,230
1299,train,222
1300,train,228
1301,train,255
1302,train,245
1303,train,246
1304,train,79
1305,train,255
1306,train,239
1307,train,252
1308,train,240
1309,train,141
1310,train,240
1311,train,234
1312,train,228
1313,train,256
1314,train,220
1315,train,246
1316,train,73
1317,train,243
1318,train,253
1319,train,225
1320,train,251
1321,train,243
1322,train,150
1323,train,243
1324,train,234
1325,train,256
1326,train,245
1327,train,94
1328,train,222
1329,train,223
1330,train,256
1331,train,245
1332,train,222
1333,train,224
1334,train,233
1335,train,238
1336,train,224
1337,train,243
1338,train,255
1339,train,234
1340,train,112
1341,train,238
1342,train,255
1343,train,255
1344,train,243
1345,train,146
1346,train,235
1347,train,238
1348,train,245
1349,train,231
1350,train,250
1351,train,228
1352,train,200
1353,train,245
1354,train,220
1355,train,255
1356,train,238
1357,train,249
1358,train,37
1359,train,253
1360,train,251
1361,train,109
1362,train,246
1363,train,221
1364,train,237
1365,train,184
1366,train,256
1367,train,246
1368,train,230
1369,train,233
1370,train,224
1371,train,221
1372,train,201
1373,train,244
1374,train,233
1375,train,231
1376,train,233
1377,train,248
1378,train,247
1379,train,47
1380,train,226
1381,train,239
1382,train,225
1383,train,250
1384,train,256
1385,train,225
1386,train,180
1387,train,251
1388,train,251
1389,train,250
1390,train,233
1391,train,255
1392,train,41
1393,train,244
1394,train,248
1395,train,245
1396,train,151
1397,train,240
1398,train,252
1399,train,248
1400,train,247
1401,train,235
1402,train,237
1403,train,244
1404,train,247
1405,train,253
1406,train,20
1407,train,252
1408,train,231
1409,train,245
1410,train,243
1411,train,255
1412,train,250
1413,train,243
1414,train,253
1415,train,71
1416,train,253
1417,train,243
1418,train,252
1419,train,253
1420,train,255
1421,train,228
1422,train,175
1423,train,246
1424,train,252
1425,train,241
1426,train,224
1427,train,246
1428,train,184
1429,train,240
1430,train,224
1431,train,241
1432,train,248
1433,train,227
1434,train,108
1435,train,245
1436,train,221
1437,train,231
1438,train,160
1439,train,251
1440,train,250
1441,train,222
1442,train,236
1443,train,218
1444,train,256
1445,train,70
1446,train,248
1447,train,250
1448,train,237
1449,train,234
1450,train,88
1451,train,223
1452,train,244
1453,train,247
1454,train,249
1455,train,224
1456,train,251
1457,train,146
1458,train,245
1459,train,254
1460,train,236
1461,train,252
1462,train,233
1463,train,68
1464,train,253
1465,train,223
1466,train,238
1467,train,221
1468,train,231
1469,train,254
1470,train,224
1471,train,250
1472,train,157
1473,train,253
1474,train,227
1475,train,250
1476,train,244
1477,train,247
1478,train,215
1479,train,242
1480,train,219
1481,train,231
1482,train,227
1483,train,254
1484,train,86
1485,train,246
1486,train,251
1487,train,243
1488,train,225
1489,train,237
1490,train,253
1491,train,252
1492,train,233
1493,train,229
1494,train,252
1495,train,240
1496,train,254
1497,train,237
1498,train,245
1499,train,250
1500,train,255
1501,train,96
1502,train,227
1503,train,227
1504,train,232
1505,train,254
1506,train,224
1507,train,40
1508,train,227
1509,train,237
1510,train,254
1511,train,221
1512,train,251
1513,train,244
1514,train,226
1515,train,246
1516,train,231
1517,train,38
1518,train,253
1519,train,251
1520,train,237
1521,train,246
1522,train,238
1523,train,163
1524,train,252
1525,train,231
1526,train,240
1527,train,33
1528,train,254
1529,train,255
1530,train,233
1531,train,243
1532,train,233
1533,train,70
1534,train,248
1535,train,243
1536,train,226
1537,train,225
1538,train,228
1539,train,174
1540,train,256
1541,train,250
1542,train,227
1543,train,230
1544,train,238
1545,train,252
1546,train,61
1547,train,256
1548,train,241
1549,train,231
1550,train,249
1551,train,235
1552,train,240
1553,train,109
1554,train,248
1555,train,227
1556,train,245
1557,train,232
1558,train,226
1559,train,241
1560,train,114
1561,train,241
1562,train,242
1563,train,236
1564,train,227
1565,train,154
1566,train,238
1567,train,232
1568,train,233
1569,train,238
1570,train,233
1571,train,231
1572,train,219
1573,train,244
1574,train,225
1575,train,239
1576,train,66
1577,train,222
1578,train,250
1579,train,222
1580,train,247
1581,train,250
1582,train,163
1583,train,251
1584,train,252
1585,train,253
1586,train,244
1587,train,227
1588,train,225
1589,train,33
1590,train,229
1591,train,223
1592,train,223
1593,train,249
1594,train,232
1595,train,254
1596,train,252
1597,train,247
1598,train,248
1599,train,241
1600,train,256
1601,train,182
1602,train,233
1603,train,243
1604,train,255
1605,train,249
1606,train,176
1607,train,234
1608,train,229
1609,train,241
1610,train,253
1611,train,197
1612,train,248
1613,train,221
1614,train,224
1615,train,232
1616,train,235
1617,train,230
1618,train,37
1619,train,222
1620,train,221
1621,train,238
1622,train,221
1623,train,241
1624,train,233
1625,train,86
1626,train,231
1627,train,256
1628,train,227
1629,train,244
1630,train,241
1631,train,220
1632,train,236
1633,train,235
1634,train,224
1635,train,235
1636,train,225
1637,train,129
1638,train,250
1639,train,157
1640,train,236
1641,train,256
1642,train,248
1643,train,244
1644,train,232
1645,train,161
1646,train,252
1647,train,243
1648,train,227
1649,train,251
1650,train,256
1651,train,37
1652,train,248
1653,train,235
1654,train,255
1655,train,252
1656,train,214
1657,train,248
1658,train,230
1659,train,231
1660,train,235
1661,train,255
1662,train,229
1663,train,151
1664,train,229
1665,train,251
1666,train,254
1667,train,248
1668,train,239
1669,train,241
1670,train,43
1671,train,256
1672,train,239
1673,train,231
1674,train,248
1675,train,212
1676,train,233
1677,train,238
1678,train,237
1679,train,244
1680,train,81
1681,train,248
1682,train,221
1683,train,256
1684,train,253
1685,train,210
1686,train,229
1687,train,256
1688,train,236
1689,train,213
1690,train,245
1691,train,248
1692,train,232
1693,train,230
1694,train,224
1695,train,215
1696,train,252
1697,train,256
1698,train,244
1699,train,230
1700,train,143
1701,train,248
1702,train,253
1703,train,227
1704,train,255
1705,train,252
1706,train,245
1707,train,245
1708,train,236
1709,train,122
1710,train,221
1711,train,253
1712,train,228
1713,train,231
1714,train,236
1715,train,234
1716,train,250
1717,train,251
1718,train,236
1719,train,254
1720,train,245
1721,train,240
1722,train,244
1723,train,37
1724,train,247
1725,train,246
1726,train,219
1727,train,225
1728,train,246
1729,train,223
1730,train,245
1731,train,236
1732,train,247
1733,train,238
1734,train,228
1735,train,239
1736,train,227
1737,train,247
1738,train,247
1739,train,191
1740,train,227
1741,train,243
1742,train,231
1743,train,254
1744,train,98
1745,train,235
1746,train,240
1747,train,256
1748,train,243
1749,train,229
1750,train,184
1751,train,229
1752,train,246
1753,train,230
1754,train,252
1755,train,159
1756,train,240
1757,train,245
1758,train,87
1759,train,249
1760,train,249
1761,train,246
1762,train,255
1763,train,245
1764,train,246
1765,train,153
1766,train,255
1767,train,233
1768,train,220
1769,train,253
1770,train,244
1771,train,235
1772,train,59
1773,train,244
1774,train,248
1775,train,226
1776,train,256
1777,train,233
1778,train,128
1779,train,229
1780,train,224
1781,train,252
1782,train,46
1783,train,236
1784,train,225
1785,train,227
1786,train,171
1787,train,247
1788,train,254
1789,train,225
1790,train,246
1791,train,70
1792,train,248
1793,train,240
1794,train,256
1795,train,227
1796,train,241
1797,train,254
1798,train,35
1799,train,235
1800,train,233
1801,train,230
1802,train,232
1803,train,247
1804,train,194
1805,train,218
1806,train,231
1807,train,230
1808,train,236
1809,train,228
1810,train,226
1811,train,153
1812,train,229
1813,train,233
1814,train,254
1815,train,171
1816,train,251
1817,train,251
1818,train,244
1819,train,231
1820,train,90
1821,train,218
1822,train,240
1823,train,235
1824,train,242
1825,train,254
1826,train,142
1827,train,245
1828,train,253
1829,train,250
1830,train,245
1831,train,249
1832,train,218
1833,train,224
1834,train,107
1835,train,250
1836,train,228
1837,train,256
1838,train,229
1839,train,220
1840,train,235
1841,train,28
1842,train,245
1843,train,238
1844,train,233
1845,train,241
1846,train,222
1847,train,248
1848,train,153
1849,train,225
1850,train,246
1851,train,248
1852,train,246
1853,train,234
1854,train,233
1855,train,235
1856,train,155
1857,train,255
1858,train,236
1859,train,245
1860,train,233
1861,train,246
1862,train,205
1863,train,242
1864,train,243
1865,train,250
1866,train,238
1867,train,254
1868,train,230
1869,train,244
1870,train,252
1871,train,248
1872,train,63
1873,train,223
1874,train,235
1875,train,241
1876,train,223
1877,train,227
1878,train,130
1879,train,247
1880,train,246
1881,train,111
1882,train,232
1883,train,250
1884,train,223
1885,train,244
1886,train,255
1887,train,206
1888,train,248
1889,train,247
1890,train,244
1891,train,256
1892,train,232
1893,train,248
1894,train,137
1895,train,229
1896,train,242
1897,train,237
1898,train,237
1899,train,238
1900,train,252
1901,train,245
1902,train,246
1903,train,228
1904,train,251
1905,train,246
1906,train,250
1907,train,229
1908,train,227
1909,train,235
1910,train,229
1911,train,246
1912,train,145
1913,train,225
1914,train,252
1915,train,235
1916,train,245
1917,train,236
1918,train,123
1919,train,228
1920,train,252
1921,train,226
1922,train,243
1923,train,246
1924,train,224
1925,train,224
1926,train,254
1927,train,249
1928,train,253
1929,train,19
1930,train,236
1931,train,232
1932,train,221
1933,train,232
1934,train,255
1935,train,247
1936,train,52
1937,train,238
1938,train,256
1939,train,226
1940,train,226
1941,train,243
1942,train,256
1943,train,74
1944,train,247
1945,train,225
1946,train,239
1947,train,256
1948,train,230
1949,train,229
1950,train,223
1951,train,254
1952,train,241
1953,train,256
1954,train,237
1955,train,227
1956,train,228
1957,train,250
1958,train,256
1959,train,253
1960,train,47
1961,train,243
1962,train,239
1963,train,230
1964,train,225
1965,train,256
1966,train,240
1967,train,74
1968,train,84
1969,train,238
1970,train,225
1971,train,221
1972,train,251
1973,train,235
1974,train,169
1975,train,244
1976,train,251
1977,train,205
1978,train,253
1979,train,252
1980,train,231
1981,train,222
1982,train,223
1983,train,227
1984,train,251
1985,train,227
1986,train,235
1987,train,235
1988,train,227
1989,train,241
1990,train,256
1991,train,253
1992,train,245
1993,train,152
1994,train,239
1995,train,243
1996,train,219
1997,train,224
1998,train,227
1999,train,234
2000,train,160
2001,train,222
2002,train,243
2003,train,223
2004,train,251
2005,train,231
2006,train,108
2007,train,250
2008,train,225
2009,train,255
2010,train,245
2011,train,226
2012,train,142
2013,train,223
2014,train,244
2015,train,233
2016,train,255
2017,train,241
2018,train,244
2019,train,113
2020,train,239
2021,train,249
2022,train,256
2023,train,249
2024,train,233
2025,train,221
2026,train,118
2027,train,229
2028,train,231
2029,train,256
2030,train,239
2031,train,243
2032,train,234
2033,train,252
2034,train,256
2035,train,50
2036,train,245
2037,train,238
2038,train,227
2039,train,237
2040,train,243
2041,train,38
2042,train,250
2043,train,225
2044,train,235
2045,train,244
2046,train,252
2047,train,248
2048,train,249
2049,train,222
2050,train,256
2051,train,256
2052,train,246
2053,train,252
2054,train,225
2055,train,206
2056,train,252
2057,train,256
2058,train,221
2059,train,250
2060,train,148
2061,train,230
2062,train,240
2063,train,238
2064,train,237
2065,train,249
2066,train,202
2067,train,245
2068,train,245
2069,train,242
2070,train,250
2071,train,244
2072,train,228
2073,train,216
2074,train,232
2075,train,242
2076,train,241
2077,train,245
2078,train,232
2079,train,208
2080,train,246
2081,train,246
2082,train,224
2083,train,39
2084,train,241
2085,train,231
2086,train,252
2087,train,242
2088,train,251
2089,train,225
2090,train,143
2091,train,242
2092,train,224
2093,train,225
2094,train,234
2095,train,241
2096,train,243
2097,train,248
2098,train,247
2099,train,237
2100,train,233
2101,train,87
2102,train,237
2103,train,252
2104,train,253
2105,train,219
2106,train,238
2107,train,35
2108,train,243
2109,train,244
2110,train,227
2111,train,227
2112,train,250
2113,train,219
2114,train,78
2115,train,242
2116,train,240
2117,train,248
2118,train,250
2119,train,222
2120,train,159
2121,train,253
2122,train,229
2123,train,247
2124,train,249
2125,train,226
2126,train,250
2127,train,149
2128,train,225
2129,train,238
2130,train,229
2131,train,222
2132,train,244
2133,train,232
2134,train,220
2135,train,241
2136,train,249
2137,train,235
2138,train,226
